,date,away,home,time,stadium,address,city,street
2332,"Tuesday, September 17, 2024",Arizona D'Backs,Colorado Rockies,8:40 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2333,"Tuesday, September 17, 2024",Chicago White Sox,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2334,"Tuesday, September 17, 2024",Houston Astros,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2335,"Tuesday, September 17, 2024",New York Yankees,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2336,"Wednesday, September 18, 2024",Oakland Athletics,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2337,"Wednesday, September 18, 2024",Arizona D'Backs,Colorado Rockies,3:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2338,"Wednesday, September 18, 2024",Chicago White Sox,Los Angeles Angels,4:07 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2339,"Wednesday, September 18, 2024",San Francisco Giants,Baltimore Orioles,6:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2340,"Wednesday, September 18, 2024",Atlanta Braves,Cincinnati Reds,6:40 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2341,"Wednesday, September 18, 2024",Minnesota Twins,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2342,"Wednesday, September 18, 2024",Los Angeles Dodgers,Miami Marlins,6:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2343,"Wednesday, September 18, 2024",Houston Astros,San Diego Padres,6:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2344,"Wednesday, September 18, 2024",Boston Red Sox,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2345,"Wednesday, September 18, 2024",Washington Nationals,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2346,"Wednesday, September 18, 2024",Detroit Tigers,Kansas City Royals,7:40 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2347,"Wednesday, September 18, 2024",Philadelphia Phillies,Milwaukee Brewers,7:40 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2348,"Wednesday, September 18, 2024",Pittsburgh Pirates,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2349,"Wednesday, September 18, 2024",Toronto Blue Jays,Texas Rangers,8:05 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2350,"Wednesday, September 18, 2024",New York Yankees,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2351,"Thursday, September 19, 2024",San Francisco Giants,Baltimore Orioles,1:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2352,"Thursday, September 19, 2024",Atlanta Braves,Cincinnati Reds,1:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2353,"Thursday, September 19, 2024",Minnesota Twins,Cleveland Guardians,1:10 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2354,"Thursday, September 19, 2024",Toronto Blue Jays,Texas Rangers,2:35 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2355,"Thursday, September 19, 2024",New York Yankees,Seattle Mariners,4:10 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2356,"Thursday, September 19, 2024",Los Angeles Dodgers,Miami Marlins,4:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2357,"Thursday, September 19, 2024",Boston Red Sox,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2358,"Thursday, September 19, 2024",Philadelphia Phillies,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2359,"Thursday, September 19, 2024",Pittsburgh Pirates,St. Louis Cardinals,7:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2360,"Thursday, September 19, 2024",Washington Nationals,Chicago Cubs,7:40 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2361,"Thursday, September 19, 2024",Arizona D'Backs,Milwaukee Brewers,7:40 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2362,"Thursday, September 19, 2024",Los Angeles Angels,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2363,"Friday, September 20, 2024",Washington Nationals,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2364,"Friday, September 20, 2024",Pittsburgh Pirates,Cincinnati Reds,6:40 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2365,"Friday, September 20, 2024",Toronto Blue Jays,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2366,"Friday, September 20, 2024",Detroit Tigers,Baltimore Orioles,7:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2367,"Friday, September 20, 2024",Minnesota Twins,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2368,"Friday, September 20, 2024",Atlanta Braves,Miami Marlins,7:10 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2369,"Friday, September 20, 2024",Philadelphia Phillies,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2370,"Friday, September 20, 2024",Seattle Mariners,Texas Rangers,8:05 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2371,"Friday, September 20, 2024",Los Angeles Angels,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2372,"Friday, September 20, 2024",San Francisco Giants,Kansas City Royals,8:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2373,"Friday, September 20, 2024",Arizona D'Backs,Milwaukee Brewers,8:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2374,"Friday, September 20, 2024",Cleveland Guardians,St. Louis Cardinals,8:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2375,"Friday, September 20, 2024",New York Yankees,Oakland Athletics,9:40 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2376,"Friday, September 20, 2024",Chicago White Sox,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2377,"Friday, September 20, 2024",Colorado Rockies,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2378,"Saturday, September 21, 2024",Pittsburgh Pirates,Cincinnati Reds,1:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2379,"Saturday, September 21, 2024",Washington Nationals,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2380,"Saturday, September 21, 2024",Detroit Tigers,Baltimore Orioles,4:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2381,"Saturday, September 21, 2024",Minnesota Twins,Boston Red Sox,4:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2382,"Saturday, September 21, 2024",Atlanta Braves,Miami Marlins,4:10 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2383,"Saturday, September 21, 2024",Philadelphia Phillies,New York Mets,4:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2384,"Saturday, September 21, 2024",Toronto Blue Jays,Tampa Bay Rays,4:10 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2385,"Saturday, September 21, 2024",Seattle Mariners,Texas Rangers,7:05 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2386,"Saturday, September 21, 2024",Los Angeles Angels,Houston Astros,7:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2387,"Saturday, September 21, 2024",San Francisco Giants,Kansas City Royals,7:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2388,"Saturday, September 21, 2024",Arizona D'Backs,Milwaukee Brewers,7:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2389,"Saturday, September 21, 2024",Cleveland Guardians,St. Louis Cardinals,7:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2390,"Saturday, September 21, 2024",Chicago White Sox,San Diego Padres,8:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2391,"Saturday, September 21, 2024",New York Yankees,Oakland Athletics,9:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2392,"Saturday, September 21, 2024",Colorado Rockies,Los Angeles Dodgers,9:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2393,"Sunday, September 22, 2024",Pittsburgh Pirates,Cincinnati Reds,1:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2394,"Sunday, September 22, 2024",Detroit Tigers,Baltimore Orioles,1:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2395,"Sunday, September 22, 2024",Minnesota Twins,Boston Red Sox,1:35 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2396,"Sunday, September 22, 2024",Atlanta Braves,Miami Marlins,1:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2397,"Sunday, September 22, 2024",Philadelphia Phillies,New York Mets,1:40 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2398,"Sunday, September 22, 2024",Toronto Blue Jays,Tampa Bay Rays,1:40 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2399,"Sunday, September 22, 2024",Los Angeles Angels,Houston Astros,2:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2400,"Sunday, September 22, 2024",San Francisco Giants,Kansas City Royals,2:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2401,"Sunday, September 22, 2024",Arizona D'Backs,Milwaukee Brewers,2:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2402,"Sunday, September 22, 2024",Cleveland Guardians,St. Louis Cardinals,2:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2403,"Sunday, September 22, 2024",Washington Nationals,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2404,"Sunday, September 22, 2024",Seattle Mariners,Texas Rangers,2:35 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2405,"Sunday, September 22, 2024",New York Yankees,Oakland Athletics,4:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2406,"Sunday, September 22, 2024",Colorado Rockies,Los Angeles Dodgers,4:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2407,"Sunday, September 22, 2024",Chicago White Sox,San Diego Padres,4:10 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2408,"Monday, September 23, 2024",Chicago Cubs,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2409,"Monday, September 23, 2024",Boston Red Sox,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2410,"Monday, September 23, 2024",Seattle Mariners,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2411,"Monday, September 23, 2024",San Francisco Giants,Arizona D'Backs,9:40 pm,,,,
2412,"Tuesday, September 24, 2024",Cincinnati Reds,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2413,"Tuesday, September 24, 2024",Tampa Bay Rays,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2414,"Tuesday, September 24, 2024",Chicago Cubs,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2415,"Tuesday, September 24, 2024",Milwaukee Brewers,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2416,"Tuesday, September 24, 2024",Kansas City Royals,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2417,"Tuesday, September 24, 2024",Baltimore Orioles,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2418,"Tuesday, September 24, 2024",Boston Red Sox,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2419,"Tuesday, September 24, 2024",New York Mets,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2420,"Tuesday, September 24, 2024",Los Angeles Angels,Chicago White Sox,7:40 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2421,"Tuesday, September 24, 2024",Miami Marlins,Minnesota Twins,7:40 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2422,"Tuesday, September 24, 2024",Seattle Mariners,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2423,"Tuesday, September 24, 2024",St. Louis Cardinals,Colorado Rockies,8:40 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2424,"Tuesday, September 24, 2024",San Francisco Giants,Arizona D'Backs,9:40 pm,,,,
2425,"Tuesday, September 24, 2024",Texas Rangers,Oakland Athletics,9:40 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2426,"Tuesday, September 24, 2024",San Diego Padres,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2427,"Wednesday, September 25, 2024",Seattle Mariners,Houston Astros,2:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2428,"Wednesday, September 25, 2024",Chicago Cubs,Philadelphia Phillies,6:05 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2429,"Wednesday, September 25, 2024",Cincinnati Reds,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2430,"Wednesday, September 25, 2024",Tampa Bay Rays,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2431,"Wednesday, September 25, 2024",Milwaukee Brewers,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2432,"Wednesday, September 25, 2024",Kansas City Royals,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2433,"Wednesday, September 25, 2024",Baltimore Orioles,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2434,"Wednesday, September 25, 2024",Boston Red Sox,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2435,"Wednesday, September 25, 2024",New York Mets,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2436,"Wednesday, September 25, 2024",Los Angeles Angels,Chicago White Sox,7:40 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2437,"Wednesday, September 25, 2024",Miami Marlins,Minnesota Twins,7:40 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2438,"Wednesday, September 25, 2024",St. Louis Cardinals,Colorado Rockies,8:40 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2439,"Wednesday, September 25, 2024",San Francisco Giants,Arizona D'Backs,9:40 pm,,,,
2440,"Wednesday, September 25, 2024",Texas Rangers,Oakland Athletics,9:40 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2441,"Wednesday, September 25, 2024",San Diego Padres,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2442,"Thursday, September 26, 2024",Milwaukee Brewers,Pittsburgh Pirates,12:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2443,"Thursday, September 26, 2024",Kansas City Royals,Washington Nationals,1:05 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2444,"Thursday, September 26, 2024",Tampa Bay Rays,Detroit Tigers,1:10 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
